Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
Luciano Hang declara voto em Lula em 2026,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/video-tem-audio-manipulado-com-ia-para-inventar-apoio-de-luciano-hang-a-lula-em-2026/,Falso,2025-08-07 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRQv9ukpSIAGT_CDLBJtYdzkZrqwCFBDv5admq-rR4CfysWpd8G,"['Luciano Hang', 'Luiz Inácio Lula da Silva', 'Votação']"
Fux critica ativismo judicial no voto contra medidas cautelares a Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.68448NQ,Enganoso,2025-07-28 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQnrpuHRbA6eHOnIJwjsJb99LYjFS0FAoFY3C_U_Jg9NnokdttK,"['Luiz Fux', 'Jair Bolsonaro', 'Ativismo judicial', 'Votação', 'Poder judiciário', 'Ativismo']"
"TSE determina retotalização de votos das eleições de 2022, o que fere a democracia brasileira",Estadão,https://www.estadao.com.br/estadao-verifica/retotalizacao-de-votos-fere-democracia-troca-presidente-enganoso/,Enganoso,2025-06-06 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSk599p-h5icMyNFFyRA4t3uW3hw8G7VzI7uNvrtKK31J9hh5HM,"['Eleição', 'Votação', 'Tribunal Superior Eleitoral', 'Democracia', 'Eleições presidenciais brasileiras, 2022', 'Brasil', '2022']"
Pesquisas mostram que 82% dos deportados “fizeram o L”.,Estadão,https://www.estadao.com.br/estadao-verifica/pesquisa-voto-deportados-lula-falsa/,Falso,2025-01-31 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRfjDAPrNbKSnREJsvOZOrc2DFbu3exp77o9GosB65o08skb9ib,"['Deportação', 'Pesquisa']"
Ministro Kassio Nunes Marques mudou opinião dos ministros do TSE sobre o voto impresso,Estadão,https://www.estadao.com.br/estadao-verifica/nunes-marques-mudou-opiniao-do-tse-sobre-voto-impresso-enganoso/,Enganoso,2024-12-12 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQtStg8pl3BfoprIMHzZWYEbqM-H8TloOA1slKL7GNHjnLA9kWa,"['Nunes Marques', 'Tribunal Superior Eleitoral', 'Comprovante de votação verificado pelo eleitor', 'Votação', 'Ministro', 'Ministro do Tribunal Superior Eleitoral do Brasil', 'Opinião']"
Máquinas de contagem de votos em toda a Pensilvânia estão fora do ar,AFP Checamos,https://checamos.afp.com/doc.afp.com.36LR97B,Enganoso,2024-11-07 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVSiIYbqcNQ4l8fA1bLxv_q47papV7muG9SYTpltYhMMeUP71J,"['Votação', 'Pensilvânia', 'Máquina']"
Urnas no Arkansas não permitem voto em Trump,Aos Fatos,https://www.aosfatos.org/noticias/falso-urnas-arkansas-impediram-voto-trump/,falso,2024-11-06 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsEhlv-lUi6hRG0OYfxU9wlhtfzqOwNIle-wIO7bCoFH44R_0j,"['Donald Trump', 'Urna eleitoral', 'Votação']"
CNN divulgou derrota de Trump no Texas antes do fim da votação,Aos Fatos,https://www.aosfatos.org/noticias/cnn-nao-divulgou-derrota-trump-texas-antes-do-fim-da-votacao/,falso,2024-11-05 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTC8BHJ8c3rf2v7EXQgYvR9ckFXB8jl1720Dx4Q2uSVNF2Mcnce,"['Donald Trump', 'Votação', 'CNN', 'Texas']"
Urnas eletrônicas de Kentucky não permitem a seleção do nome de Donald Trump para votar,AFP Checamos,https://checamos.afp.com/doc.afp.com.36LL286,Enganoso,2024-11-05 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLxnT5QI966gfwRoo-c4mDIEq-EcbjVrv61TQY2N6yZz5DnBrl,"['Votação', 'Urna eletrônica', 'Kentucky', 'Urna eleitoral', 'Donald Trump', 'Eletrônica']"
Vídeo mostra fraude eleitoral nos EUA na qual voto de Trump é transferido para Kamala,Aos Fatos,https://www.aosfatos.org/noticias/falso-voto-para-trump-foi-computado-kamala/,falso,2024-11-01 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR6VKOUnorZ_7xJhQPIo696jexmwgbUiQiLtpTVkseiAyatYczp,"['Kamala Harris', 'Donald Trump', 'Votação', 'Eleição', 'Estados Unidos', 'Fraude eleitoral', 'Fraude', 'Vídeo']"
Lula desistiu de apoiar Boulos e não vai viajar a São Paulo para votar no segundo turno,Aos Fatos,https://www.aosfatos.org/noticias/lula-domicilio-eleitoral-sao-bernardo-do-campo-nao-poderia-votar-em-boulos/,não_é_bem_assim,2024-10-26 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuC12qNWl9WiSDQpLwbm0tRwNUErRrN48d2ML0tk-WMAarwFT8,"['Luiz Inácio Lula da Silva', 'Guilherme Boulos', 'Votação', 'São Paulo', 'Viagem']"
Pablo Marçal declarou voto em Guilherme Boulos no segundo turno,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/10/26/marcal-nao-declarou-voto-em-boulos-em-live.htm,Falso,2024-10-26 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQxQOxdT-jLHNMcYMu5TXuwsgP2PHpt6XnoT00J5X-i1PeZJebB,"['Guilherme Boulos', 'Votação', 'Pablo Marçal']"
Mal começou as votações e Pablo Marçal foi desmascarado ele assinou o documento falsificado Foi diretamente para o xilindró lá ele vai ver o sol nascer quadrado,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/10/11/marcal-preso-primeiro-turno-laudo-falso-boulos.htm,Falso,2024-10-11 07:00:00,,"['Pablo Marçal', 'Documento', 'Falsificação', 'Votação']"
Boulos subiu 2% na apuração dos votos em uma única atualização,Estadão,https://www.estadao.com.br/estadao-verifica/boulos-subiu-2-suspeito-falso/,Falso,2024-10-08 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQssF1FP3JYqTXVXcQgRQXm8LSv4Q4uZsdN0Q2BN5HW4t3iAXrL,"['Guilherme Boulos', 'Votação']"
Mulher não conseguiu votar para vereador no Acre porque não apareceu opção na urna,Estadão,https://www.estadao.com.br/estadao-verifica/mulher-nao-pode-votar-em-vereador-no-acre-enganoso/,Enganoso,2024-10-07 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQph1Gvw4huB2hvj3wm-C7juac3pFtfUq3Tbrv_AYZtPu3x0XYS,"['Votação', 'Vereador', 'Urna eleitoral', 'Acre', 'Mulher']"
Eleitor deve aguardar a mensagem “confirma seu voto” na urna eletrônica antes de finalizar a votação,Aos Fatos,https://www.aosfatos.org/noticias/falso-urnas-eletronicas-mensagem-confirma-o-seu-voto/,falso,2024-10-05 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSXlYH7fUnWollcEcX8PBhe-nKuW1uLbetwVPWZ-k40pRrA_8RR,"['Votação', 'Urna eleitoral', 'Máquina de votação', 'Eleitor', 'Mensagem', 'Eletrônica']"
"Eleitor perderá voto caso aperte a tecla “confirma” da urna eletrônica enquanto o equipamento exibir o aviso ""Confira seu voto""",Estadão,https://www.estadao.com.br/estadao-verifica/confira-seu-voto-confirma-anula-falso/,Falso,2024-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT1MjTVgVMaEGm2DyhtnMUGb-wvmMTdYg1kXlcdStDl16vAD5pw,"['Votação', 'Eleitor', 'Urna eleitoral', 'Máquina de votação', 'Eletrônica']"
A urna conta secretamente o seu voto,AFP Checamos,https://checamos.afp.com/doc.afp.com.36J6862,Enganoso,2024-10-03 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTJzX3z7O8OF1_SGCFFJxrC1MuobRK6z3bK0lFNAsKzdOXMmTAG,"['Urna eleitoral', 'Votação']"
"Pressionar a tecla verde ""confirma"" antes de a mensagem ""confira o seu voto"" desaparecer da urna eletrônica vai anular o seu voto",Aos Fatos,https://www.aosfatos.org/noticias/voto-nao-e-anulado-se-eleitor-apertar-confirma-durante-alerta-para-conferir-escolhas/,falso,2024-10-01 07:00:00,,"['Votação', 'Urna eleitoral', 'Máquina de votação', 'Mensagem', 'Eletrônica']"
Justiça Eleitoral publicou nas redes que voto servirá como prova de vida junto ao INSS.,Estadão,https://www.estadao.com.br/estadao-verifica/voto-eleicoes-prova-de-vida-inss/,Falso,2024-09-18 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR8k6-JmInrfVhjs4lwPbtpdRQ75VfaBEjpcFYJzEaULceKfVVj,"['Eleição', 'Votação', 'Instituto Nacional do Seguro Social', 'INSS', 'Tribunal Superior Eleitoral', 'Rede de computadores']"
O voto em 2024 servirá de prova de vida junto ao INSS,Aos Fatos,https://www.aosfatos.org/noticias/voto-ainda-nao-serve-como-prova-de-vida-inss/,não_é_bem_assim,2024-09-17 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVVgifdUb4XUPsAOxaBiUu4coi__tyzvlzJ8t0nuWXTT7T8pxP,"['Instituto Nacional do Seguro Social', 'INSS', 'Votação', '2024']"
Só o Brasil usa urnas eletrônicas,Estadão,https://www.estadao.com.br/estadao-verifica/apenas-brasil-urna-eletronica-falso/,Falso,2024-10-08 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQBq5bRLsBSbQbN7XekxSQCvE7lPwuSsrhyYOdDXcj3cD3dcwuv,"['Urna eleitoral', 'Urna eletrônica', 'Brasil']"
Eleitor pode perder o voto ao apertar a tecla confirma,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/eleitor-nao-perde-voto-ao-apertar-confirma-durante-aviso-para-conferir-escolha-na-urna-eletronica/,Falso: O aviso de “Confira seu voto” foi implementado nas últimas eleições gerais para permitir que o eleitor revise o voto antes da confirmação.,2024-09-09 07:00:00,,"['Eleitor', 'Votação']"
EUA construíram máquinas de votação para o Brasil,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/post-engana-ao-afirmar-que-os-eua-tenham-construido-urnas-para-o-brasil/,Enganoso: Capturas de tela foram tiradas de contexto para sugerir apoio pró-Lula. O equipamento usado em 2022 foi totalmente fabricado no Brasil.,2024-09-06 07:00:00,,"['Estados Unidos', 'Brasil', 'Votação', 'Máquina de votação', 'Máquina']"
Cerca de 10.000 imigrantes ilegais usaram o mesmo número do Seguro Social para votar no Arizona,AFP Checamos,https://checamos.afp.com/doc.afp.com.36EW6QY,Falso,2024-08-28 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSZlOKMJKMen5qoNCJQinTCHIfNdwJUESPIbfhii3XtmmiWBOlv,"['Votação', 'Arizona', 'Migração', 'Número de Seguro Social', 'Número', 'Imigração clandestina']"
Pesquisa mostra Pablo Marçal com 53% das intenções de voto em SP,Aos Fatos,https://www.aosfatos.org/noticias/post-humoristico-fora-de-contexto-marcal-eleicoes-sp/,falso,2024-08-23 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-i7kICGNAob2m4tf28X2-LyIvialgATvDD8rNmuPC_AIaSoDj,"['Pablo Marçal', 'Votação', 'Pesquisa', 'São Paulo', 'Intenção']"
OEA rejeitou reeleição de Maduro por 78 votos,Aos Fatos,https://www.aosfatos.org/noticias/video-parlamento-equador-nao-oea/,falso,2024-08-08 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSyxX-CV9gmgciQQ9dOCTCQP7gMXJSxKvD8-ArT1h5doLlpvOo4,"['Nicolás Maduro', 'Reeleição', 'Votação', 'Organização dos Estados Americanos']"
Lula disse que comprou votos para vencer as eleições de 2022,Estadão,https://www.estadao.com.br/estadao-verifica/lula-conta-como-comprou-todos-eleicao-2022/,Enganoso,2024-08-05 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFrR-pMmEKflhG4e77ng6ofrmUvX8Iwf1aMcMJsN_aFdOZYJBL,"['Luiz Inácio Lula da Silva', 'Eleição', 'Votação', '2022', 'Eleições presidenciais brasileiras, 2022']"
Pré-candidata é presa em Goiânia por trocar SEXO por voto Isso é Brasil,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/07/19/pre-candidata-em-goiania-nao-foi-presa-por-trocar-relacao-por-voto.htm,Falso,2024-07-19 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSqUogLY3XbTCI1mBqVqXPp1HUioKSvZEfnOo3IMRCJ-6yGbSwf,"['Candidato', 'Votação', 'Goiânia', 'Sexo', 'Brasil']"
Pré-candidata é presa por trocar relação por voto em Goiânia.,Estadão,https://www.estadao.com.br/estadao-verifica/candidata-goiania-relacao-por-voto-falso/,Falso,2024-07-18 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRmFXlghMjG2ufL38I-3d0ZFSCP05uwqAJxc4XBpB3DlirnR8IP,"['Candidato', 'Goiânia', 'Votação']"
"Vídeos com recortes de discursos de Lula em Teresina, no dia 21 de junho de 2024, e em convenção do PT, em 8 de dezembro de 2023, em que o presidente teria dito que políticos não deveriam cuidar de pessoas pobres porque quando elas estudam e ascendem socialmente deixam de votar.",Folha - UOL,https://www1.folha.uol.com.br/poder/2024/07/publicacao-distorce-fala-de-lula-sobre-populacao-carente.shtml,Enganoso,2024-07-02 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTudyxQ-sujt1dW9-IQ-uRw6SWeqtEVInfLVe_WJkxVEdoYkxhS,"['Luiz Inácio Lula da Silva', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Presidente', 'Discurso', 'Votação', 'Junho', 'Dezembro', '2023']"
Lula disse que políticos não deveriam cuidar de pessoas pobres porque quando elas estudam e ascendem socialmente deixam de votar.,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/06/27/publicacao-distorce-fala-de-lula-sobre-populacao-carente.htm,Enganoso,2024-06-27 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRzBpMA77JDNguKDAKKnZ0f4Gni0olVlBK9r5WXpH8pDJv3c2jn,"['Luiz Inácio Lula da Silva', 'Pobreza', 'Político', 'Votação']"
"Foi aprovada, por 201 votos a 38, uma lei que permite que o proprietário atire contra invasores",AFP Checamos,https://checamos.afp.com/doc.afp.com.34YZ7XA,Enganoso,2024-06-25 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9En3rRhbQkA_qYJbMQbvoW_QEylPscwx9J3chmSkkwZBP4faz,"['Lei', 'Votação']"
"Países que fizeram a eleição com cédula de papel ou urnas com voto impresso, como Paraguai, Uruguai, Equador e Argentina, tiveram derrota da esquerda",Estadão,https://www.estadao.com.br/estadao-verifica/voto-impresso-direita-esquerda-falso/,Falso,2024-06-21 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxLQo3SVz8isn-NkR8FYANGo53aMOT3HbyfD-GypjFyqOa8f0r,"['Comprovante de votação verificado pelo eleitor', 'Votação', 'Eleição', 'Esquerda', 'Urna eleitoral', 'País', 'Uruguai', 'Paraguai', 'Papel']"
"Vamos votar no BLOCO que apoia terroristas internacionais do HAMAS (imagem), apoia os atentados ambientalistas da CLIMÁXIMO e é liderado pela filha de um terrorístas que matou e roubou?",Observador,https://observador.pt/factchecks/fact-check-marisa-matias-aparece-em-fotografia-com-elementos-do-hamas-e-o-bloco-apoia-atentados-da-climaximo/,Errado,2024-04-27 07:00:00,,"['Hamas', 'Bloco de Esquerda', 'Ataque', 'Terrorismo', 'Votação', 'Imagem']"
"Sérgio Tavares afirma que a TV Globo informou, em 2019, que uma convenção de hackers em Las Vegas comprovou que as urnas eletrônicas brasileiras são hackeáveis. Ele diz ainda que o voto eletrônico é usado apenas por países de Terceiro Mundo.",UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/04/25/influenciador-portugues-engana-sobre-urnas-brasileiras-hackeadas-nos-eua.htm,Enganoso,2024-04-25 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRULdaOYo5BndBwqyulIp3fm32wVl6Oz9uSjMu6TP29oejhoQv9,"['Urna eletrônica', 'Votação', 'Brasil', 'País', 'Hacker', 'TV Globo', 'Mundo', 'Terceiro Mundo']"
"Vídeo mostra um site que provaria que os documentos do pai do autor do post, morto há mais de duas décadas, foram usados para votar no presidente Luiz Inácio Lula da Silva (PT) nas eleições de 2022.",UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/04/01/e-falso-que-dados-de-homem-morto-tenham-sido-usados-para-votar-em-2022.htm,Falso,2024-04-01 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx4HLVc-CgH5N221vfS8iCW9bmJwVCxng2I8bE3WOlUlr0KZk7,"['Eleição', 'Luiz Inácio Lula da Silva', 'Morte', '2022', 'Presidente', 'Eleições presidenciais brasileiras, 2022', 'Partido dos Trabalhadores', 'Partido dos Trabalhadores']"
Paulo Pimenta deixou escapar que houve fraude e que Lula foi eleito com 39% dos votos,Aos Fatos,https://www.aosfatos.org/noticias/paulo-pimenta-lula-votos-2022/,não_é_bem_assim,2024-02-16 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ4OwXWtd67j4xvcQMVaBE6KQW0xTrDz7VfcA3n4_6UtPNc53cP,"['Luiz Inácio Lula da Silva', 'Paulo Pimenta', 'Votação', 'Eleição', 'Fraude']"
"Na Dinamarca, toda pessoa que recebe algum tipo de ajuda social está inabilitada para votar. Desta forma evita-se que a cidadania se transforme em clientelismo político e que votem cativamente. Compartilhe isso se você quiser que seu País consiga o mesmo",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/01/17/e-falso-que-cidadaos-que-recebem-assistencia-nao-podem-votar-na-dinamarca.htm,Falso,2024-01-17 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTwzREd7t9pA89cVR1pyknPqgk9Y7Ymn3Rrk1j4XUmijoX-tFjj,"['Votação', 'Dinamarca', 'Política', 'Clientelismo', 'Sociedade', 'Cidadania']"
Donald Trump sugere que EUA adotem sistema eletrônico de votação,Estadão,https://www.estadao.com.br/estadao-verifica/donald-trump-nao-sugeriu-que-os-eua-adotem-sistema-eletronico-de-votacao/,Enganoso,2023-12-29 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjmVM_f_zVhMdqqUgFKIJMi-2oSBquII3Q36LUwz85sAAyHXoD,"['Donald Trump', 'Votação', 'Estados Unidos', 'Sistema']"
Votos de eleitores mortos de Camaçari foram computador para Lula no 2º turno das eleições de 2022,Estadão,https://www.estadao.com.br/estadao-verifica/e-falso-que-eleitores-mortos-votaram-em-lula-nas-eleicoes-de-2022/,Falso,2023-11-30 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQadJCxnopXk4f9Juuw9GNz3cDN7ExMk22L-U91k18R3hDs421p,"['Votação', 'Eleição', 'Luiz Inácio Lula da Silva', 'Eleições presidenciais brasileiras, 2022', '2022', 'Morte', 'Camaçari', 'Computador']"
"Vídeo mostra cédulas de votos em Javier Milei rasgadas e rasuradas, comprovando fraude eleitoral",Estadão,https://www.estadao.com.br/estadao-verifica/rasgos-nas-margens-de-cedulas-argentinas-nao-invalidam-voto-video-engana-ao-acusar-fraude-eleitoral/,Enganoso,2023-10-26 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTjNYo6Oz_I46vlCyTP8hi4vRe6x-v1Y9wvk0Q64AzZN99yP3ud,"['Javier Milei', 'Fraude eleitoral', 'Votação', 'Eleição', 'Cédula eleitoral', 'Fraude', 'Vídeo']"
"Hackers quebraram o código-fonte e descobriram que Jair Bolsonaro venceu as eleições com 73,5% dos votos",Estadão,https://www.estadao.com.br/estadao-verifica/nao-hackers-nao-quebraram-codigo-fonte-das-urnas-nem-revelaram-vitoria-de-bolsonaro/,Falso,2023-09-13 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFk-9m5EM1sYrd41CDHU-2wK4LUEMVR8IcattlZ1-p8Un5OGsE,"['Jair Bolsonaro', 'Código-fonte', 'Eleição', 'Votação', 'Hacker']"
"Há um debate posto no mundo sobre a forma dos tribunais supremos deliberarem. E nós temos uma referência na Suprema Corte dos Estados Unidos, que delibera exatamente assim. Ela delibera a partir dos votos individuais e é comunicada a posição da Corte, e não a posição individual",Aos Fatos,https://www.aosfatos.org/noticias/dino-desinforma-sobre-suprema-corte-dos-eua/,falso,2023-09-05 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSPJeRQFLYIjIPvH6FTOwCckIB6Y_9OiNfxieZj-Zo5n7rg6ZxB,"['Edifício da Suprema Corte dos Estados Unidos', 'Tribunal', 'Votação', 'Estados Unidos', 'Debate']"
Barroso mentiu ao dizer que parlamentares defenderam contagem manual dos votos nas eleições,Aos Fatos,https://www.aosfatos.org/noticias/barroso-contagem-manual-votos/,falso,2023-07-21 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQBZLuaNfwi6rn2uU3oUYxAFM-Ve6wGxWaFqxBhlqnIhhcgMcmJ,"['Luís Roberto Barroso', 'Votação', 'Eleição', 'Parlamento']"
"88 milhões de pessoas doaram via PIX para Jair Bolsonaro, apesar de ele só ter tido 58 milhões de votos",AFP Checamos,https://checamos.afp.com/doc.afp.com.33MK4TF,Falso,2023-07-04 07:00:00,,"['Jair Bolsonaro', 'PIX', 'Votação']"
Nunes Marques disse que urnas eletrônicas foram fraudadas,Aos Fatos,https://www.aosfatos.org/noticias/video-nunes-marques-urnas-fraudadas-voto-fora-de-contexto/,falso,2023-07-12 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSlbYMjJxhK9iZt2CXxq1haC4jZPM628p8JmXN0RJ-YTKjR2Ohk,"['Nunes Marques', 'Urna eleitoral', 'Urna eletrônica']"
