Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
"Flávio Bolsonaro disse que vai privatizar o SUS, caso seja eleito presidente.",Aos Fatos,https://www.aosfatos.org/noticias/falso-flavio-bolsonaro-disse-privatizar-sus-se-eleito-presidente/,falso,2026-04-13 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR7NWcXk4r99cAC9vmkMh5l-y4XGFH-kPbVrFOJAJDNdgC6bTXZ,"['Flávio Bolsonaro', 'Privatização', 'Sistema Único de Saúde', 'Presidente', 'Eleição']"
"Lula diz, em áudio, que só venceu a eleição porque o povo nordestino é analfabeto",Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-disse-que-foi-eleito-porque-o-povo-nordestino-e-analfabeto/,falso,2026-04-13 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbSEnHa0JE0ev_23BMY7ekwDbiREOuT5MWJ0zBzwmLgJ6vhSba,"['Luiz Inácio Lula da Silva', 'Eleição', 'Povo']"
Eleição sem internet: Lula pede ao TSE para proibir vídeos durante eleições,AFP Checamos,https://checamos.afp.com/doc.afp.com.A7BG6T4,Falso,2026-04-09 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR8fgPCTDWfOgH9OESy9M7xi0iEv6ycj_SCMhOThGtpxw5EjL5M,"['Luiz Inácio Lula da Silva', 'Tribunal Superior Eleitoral', 'Eleição', 'Vídeo', 'Internet']"
Áudio grampeado de Lula exige prisão e inelegibilidade de Flávio Bolsonaro antes das eleições,Estadão,https://www.estadao.com.br/estadao-verifica/audio-falso-lula-prisao-flavio-bolsonaro-eleicoes/,Falso,2026-03-25 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRuDo7Tx7UFOS7RTgsRYKaK0AypKs3wftm430LuobF5g8iq-ztt,"['Flávio Bolsonaro', 'Luiz Inácio Lula da Silva', 'Inelegibilidade', 'Eleição', 'Prisão']"
2022: Ministros do TSE consideram crime diminuir preço de combustível em ano eleitoral. 2026: Entenda o pacote de Lula para reduzir o preço do diesel,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/03/20/tse-nao-decidiu-que-reduzir-combustivel-em-ano-eleitoral-e-crime.ghtm,Distorcido,2026-03-20 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRb87IvWN8DnvuAC4z5Q2xtKgfPD7madTRd08JeeLqjguQsnb0t,"['Combustível', 'Crime', 'Eleição', 'Ministro', 'Ministro do Tribunal Superior Eleitoral do Brasil', 'Luiz Inácio Lula da Silva', 'Preço', '2022', 'Diesel', '2026']"
Flávio Bolsonaro diz que se for eleito criará uma lei de redução de salário,AFP Checamos,https://checamos.afp.com/doc.afp.com.A3YK4CQ,Falso,2026-03-19 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQVGNhXswmk_Qbl4l-qVHaLxUqkjSpw-W66jqPsdXpuk2QboguE,"['Flávio Bolsonaro', 'Salário', 'Eleição', 'Lei']"
Lula ladrão seu lugar é na prisão em plena propaganda eleitoral na Marquês de Sapucaí,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/02/19/falso-video-lula-vaiado-sapucai.htm,Falso,2026-02-19 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ4bbjH1E0H5lEX-D1nL2Av8drhtb-Lio2D__oS83ZF_PnOteHn,"['Sambódromo Marquês de Sapucaí', 'Luiz Inácio Lula da Silva', 'Eleição', 'Cândido José de Araújo Viana', 'Campanha eleitoral', 'Propaganda', 'Prisão']"
"Judiciário brasileiro é eleito o segundo mais corrupto e injusto do mundo, segundo ranking global",BOL - UOL,https://www.bol.uol.com.br/noticias/2026/01/27/enganoso-judiciario-brasileiro-segundo-mais-corrupto-do-mundo.htm,Distorcido,2026-01-27 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTuIM6xPeOZMY5kkaHPL5UztJkrN4PX3GkG1rkgbSBIsUx8Ga_Y,"['Corrupção', 'Poder judiciário', 'Eleição', 'Mundo']"
"Judiciário brasileiro é eleito o 2º mais corrupto e injusto do mundo, segundo ranking global",AFP Checamos,https://checamos.afp.com/doc.afp.com.943D264,Enganoso,2026-01-26 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQqcwirq5GkI6aS1SdEBsabNRpEeIKui32ZfVThHUnhrTYHuPr0,"['Corrupção', 'Poder judiciário', 'Eleição', 'Mundo']"
"O Brasil foi classificado pela OEA, como um país governado por um ditador ! Não fará parte da comissão de Direto",AFP Checamos,https://checamos.afp.com/doc.afp.com.97AR69E,Enganoso,2026-02-12 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxnYLO4EE3SJLmj8MQxgohcF0uNExBd5oWwi8hSXs4sfOvGStg,"['Organização dos Estados Americanos', 'Brasil', 'comissão', 'País']"
"Eleitora diz que votaram em seu lugar nas eleições de 2022, quando estava fora do país.",Aos Fatos,https://www.aosfatos.org/noticias/nao-e-verdade-tse-contabilizou-voto-eleitora-ausente-2022/,falso,2026-01-16 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQioBcwD_3vB-l3eQK_KR5uOUWMfqS02YqWfMpwi-p3pFruXL7a,"['Eleitor', 'Eleição', '2022', 'Eleições presidenciais brasileiras, 2022']"
Lula perdeu todas as eleições feitas com cédulas de papel e venceu todas após as urnas eletrônicas,Aos Fatos,https://www.aosfatos.org/noticias/falso-que-lula-so-venceu-eleicoes-apos-urnas-eletronicas/,falso,2025-12-09 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRe5e01nS8_OJfem_RbqwCjJv7y3lPetCtiTa6iWoWPz3OyEiZ8,"['Luiz Inácio Lula da Silva', 'Eleição', 'Urna eleitoral', 'Cédula eleitoral', 'Urna eletrônica', 'Papel']"
"""E o prefeito eleito de Nova Iorque, enviado de satanás, Zohran Mamdani, se recusa a prestar juramento a constituição americana""",Observador,https://observador.pt/factchecks/fact-check-novo-mayor-de-nova-iorque-recusou-se-a-prestar-juramento-de-respeito-a-constituicao-norte-americana/,Errado,2025-11-26 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Zohran Mamdani', 'Nova Iorque', 'Juramento', 'Primátor', 'Estados Unidos', 'Eleição', 'Constituição']"
Muçulmanos fazem orações em NY após eleição de Zohran Mamdani,Estadão,https://www.estadao.com.br/estadao-verifica/muculmanos-rezando-em-ny-apos-eleicao-de-zohran-mamdani-fora-de-contexto/,Fora de contexto,2025-11-10 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZBZBiw9bmc8mMJH5qSfO_lhE3FzHk8W2uvy4WdGKSCoRHt-fM,"['Zohran Mamdani', 'Nova Iorque', 'Oração', 'Eleição', 'Islã']"
"Sylvester Stallone decidiu deixar Nova Iorque, cidade onde viveu por cerca de 40 anos, devido ao que ele chama de ""degradação urbana"" e ""transformações sociais e políticas"" recentes que tornaram o ambiente incompatível com os seus valores.",Observador,https://observador.pt/factchecks/apos-a-eleicao-de-mamdani-stallone-anuncia-que-vai-deixar-nova-iorque-devido-ao-ambiente-incompativel-com-os-seus-valores/,Errado,2025-11-24 08:00:00,,"['Sylvester Stallone', 'Nova Iorque', 'Política', 'Cidade', 'Ano']"
Senador Jaques Wagner propõe adiar a eleição de 2026,AFP Checamos,https://checamos.afp.com/doc.afp.com.78EF2CR,Falso,2025-10-10 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTqyPLLNztVlt6SfYvVIyOq_Eg3ll2ujGOwT7pKi1SMJX88-idK,"['Jaques Wagner', 'Eleição', '2026', 'Senado Federal do Brasil']"
"O mundo já percebeu a ditadura do governo Lula. Por 23 votos a 3, o Brasil perdeu a vaga na eleição para a Comissão de Direitos Humanos da OEA",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/10/10/enganoso-brasil-derrota-comissa-direitos-humanos-oea.htm,Distorcido,2025-10-10 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTLfiuO--rwugd4Qck1nYCVPoMQWLj8XpwzdPnAGZrHpiXeX_8s,"['Brasil', 'Organização dos Estados Americanos', 'Eleição', 'Comissão Interamericana de Direitos Humanos', 'Direitos humanos', 'Votação', 'Luiz Inácio Lula da Silva', 'Mundo', 'Governo']"
"Líder do governo no Senado, Jaques Wagner propõe adiar eleições de 2026",Estadão,https://www.estadao.com.br/estadao-verifica/jaques-wagner-propoe-adiar-eleicao-2026-enganoso/,Enganoso,2025-10-06 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7tDg5QayKBlL8FulZuvN5xlEB0AxVDrmYPbevp-hwvt4y9riu,"['Jaques Wagner', 'Eleição', 'Governo', 'Senado Federal do Brasil', 'Chefe de governo', '2026']"
Fraudes no INSS financiaram campanhas eleitorais do PT,Estadão,https://www.estadao.com.br/estadao-verifica/careca-inss-financiou-campanha-pt-dilma-enganoso/,Enganoso,2025-10-03 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTTM2I67wLzZAazd6HZZHEmKmMOiX09TxB0MzfsC_xJNbi4qFd9,"['Instituto Nacional do Seguro Social', 'Partido dos Trabalhadores', 'INSS', 'Partido dos Trabalhadores', 'Esquema de fraudes no INSS', 'Eleição', 'Campanha eleitoral', 'Fraude']"
Lula defende menos eleições,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2025/07/29/video-distorce-fala-de-lula-para-atribuir-a-ele-ataque-a-democracia.htm,Enganoso,2025-07-29 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTDEOW1fpG_ZwKAG5zGG0NAcWkFp-5e6f9BEE90BPymhTsRTiFu,"['Luiz Inácio Lula da Silva', 'Eleição']"
"TSE determina retotalização de votos das eleições de 2022, o que fere a democracia brasileira",Estadão,https://www.estadao.com.br/estadao-verifica/retotalizacao-de-votos-fere-democracia-troca-presidente-enganoso/,Enganoso,2025-06-06 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSk599p-h5icMyNFFyRA4t3uW3hw8G7VzI7uNvrtKK31J9hh5HM,"['Votação', 'Eleição', 'Tribunal Superior Eleitoral', 'Democracia', 'Eleições presidenciais brasileiras, 2022', 'Brasil', '2022']"
"AGORA: No Obelisco, milhares de argentinos comemoram a condenação da esquerdista Cristina Kirchner",AFP Checamos,https://checamos.afp.com/doc.afp.com.623Z7NP,Falso,2025-06-12 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRP_FHteFQksQx5I1hgm86sP6CsRqlPmTzFhP4SxCPbECMkFSaU,"['Cristina Kirchner', 'Sentença', 'Argentina', 'Esquerda', 'Obelisco']"
O sistema já sabia quem seria o novo líder religioso do catolicismo através do seriado Os Simpsons.,Observador,https://observador.pt/factchecks/fact-check-os-simpsons-previram-a-eleicao-de-robert-prevost-como-papa-leao-xiv/,Errado,2025-05-21 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Os Simpsons', 'Programa de televisão', 'Sistema', 'Religião', 'Catolicismo']"
Bolsonaro confessou: Lula foi preso em 2018 para eu vencer as eleições,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/03/22/bolsonaro-nao-disse-que-so-venceu-eleicao-porque-lula-foi-preso.htm,Falso,2025-03-22 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQV-NdFfqw7XIQ89FcdFGq3hcO7-7b_bcW99bLS2VwSs3ImpnFr,"['Jair Bolsonaro', 'Luiz Inácio Lula da Silva', 'Eleição', 'Prisão', '2018']"
Financial Times disse que Joe Biden fraudou eleições brasileiras de 2022,Aos Fatos,https://www.aosfatos.org/noticias/financial-times-biden-eleicoes-brasileiras/,falso,2025-02-28 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa2NFKWYNgXAF8oI878AP3ofnhi5rJ0Q9-kXvVpe1fZEGWwdS-,"['Joe Biden', 'Eleição', 'Financial Times', 'Brasil', 'Eleições presidenciais brasileiras, 2022', '2022']"
25% dos eleitores de Bolsonaro aprovam governo Lula,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/02/18/aprovacao-lula-eleitores-bolsonaro-distorcido.htm,Distorcido,2025-02-18 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqQAu-yG2np0sraath9g51ouuAco4Cw9wfFak8_ddqE7sWYYD4,"['Jair Bolsonaro', 'Luiz Inácio Lula da Silva', 'Eleição']"
Breton sugere que as eleições na Alemanha serão anuladas se a AfD vencer,AFP Checamos,https://checamos.afp.com/doc.afp.com.36Y23E9,Enganoso,2025-02-17 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT2YRtEmnsi1KStwv3gpG-MmHyMeiG_H9k1CVmzNC__1SfTkhI9,"['Eleição', 'Eleições na Alemanha', 'Alemanha', 'Alternativa para a Alemanha']"
"Moraes levaria US$ 50 milhões para fraudar eleição, segundo órgão de inteligência Americana",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2024/12/13/nao-foi-orgao-de-inteligencia-dos-eua-moraes-ganhava-para-fraudar-eleicoes.htm,Falso,2024-12-13 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ9KUqnyew1i730mYMCyAAcYnmXqceNGFCgW8doj6D3RF5cm4ED,"['Alexandre de Moraes', 'Fraude', 'Estados Unidos', 'Eleição', 'Inteligência']"
Guga Chacra chora ao vivo ao ver Donald Trump sendo eleito nos Estados Unidos,Estadão,https://www.estadao.com.br/estadao-verifica/guga-chacra-chora-eleicao-eua-trump-enganoso/,Enganoso,2024-11-06 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSDJR6Xxn0s06dE51sBfMsoanPECDONEE_HzN8rPtfL6fmwhSzT,"['Guga Chacra', 'Donald Trump', 'Eleição', 'Estados Unidos']"
ABC mostrou resultado da eleição presidencial na Pensilvânia dias antes do pleito,Estadão,https://www.estadao.com.br/estadao-verifica/tv-na-pensilvania-nao-antecipou-resultado-das-eleicoes-dos-eua-post-mostra-teste-exibido-por-engano/,Enganoso,2024-11-01 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR39mBJ-dphCZwP8mVN5db4Yg6vRwI2J5QDRpaCe82WVWF2blZs,"['Eleição', 'Pensilvânia', 'Eleições presidenciais', 'Presidente', 'American Broadcasting Company', 'Resultado']"
Vídeo mostra fraude eleitoral nos EUA na qual voto de Trump é transferido para Kamala,Aos Fatos,https://www.aosfatos.org/noticias/falso-voto-para-trump-foi-computado-kamala/,falso,2024-11-01 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR6VKOUnorZ_7xJhQPIo696jexmwgbUiQiLtpTVkseiAyatYczp,"['Kamala Harris', 'Donald Trump', 'Votação', 'Eleição', 'Estados Unidos', 'Fraude eleitoral', 'Fraude', 'Vídeo']"
Áudio em que André Fernandes (PL) diz ser necessário “derramar dinheiro na mão de pastor e de líder comunitário” para conseguir vencer no segundo turno das eleições municipais é deepfake,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/10/27/analises-de-suposto-audio-de-andre-fernandes-tem-resultados-divergentes.htm,Enganoso,2024-10-27 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTQLWuU9PCiR2Q_EKGTXHat96dyZPSMI4YrjdH1gK-3B2XouT6Z,"['André Fernandes', 'Eleição', 'Partido Liberal', 'Eleições municipais no Brasil', 'Dinheiro', 'Deepfake', 'líder comunitário(a)']"
Defesa de Gustavo Gayer se manifesta sobre as operações da PF às vésperas da eleição. “Não podem ser deflagradas no ápice do processo eleitoral”,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/entenda-a-operacao-da-pf-contra-o-deputado-gustavo-gayer/,Contextualizando: Especialista diz que a operação tem amparo legal. O que o momento eleitoral restringe é a prisão.,2024-10-27 07:00:00,,"['Gustavo Gayer', 'Polícia Federal', 'Departamento de Polícia Federal', 'Eleição', 'Processo judicial']"
Kamala repreende homem que exalta Jesus durante comício,Aos Fatos,https://www.aosfatos.org/noticias/kamala-nao-expulsou-de-comicio-cristaos-que-louvaram-jesus/,não_é_bem_assim,2024-10-22 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTt4TWiI09DyY5Z0Qj9ZtJWVtSl_Fb9qb4RJsjtt0IwpooGMwbp,"['Kamala Harris', 'Comício', 'Jesus', 'Eleição', 'Homem']"
"Fraude eleitoral: trecho da transmissão da TV Record mostrou a apuração das urnas eletrônicas em São Paulo aumentou repentinamente de 3,92% para 98,14%",Estadão,https://www.estadao.com.br/estadao-verifica/apuracao-disparou-fraude-urnas-enganoso/,Enganoso,2024-10-07 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTQW5-3GJ8a_kXowJIGEk0S812NpmWWbKzwRpNGjzICEklO2-EQ,"['Fraude eleitoral', 'Urna eleitoral', 'Eleição', 'Fraude', 'Urna eletrônica', 'São Paulo', 'Record']"
Marçal gastou zero reais em campanha eleitoral,Aos Fatos,https://www.aosfatos.org/noticias/falso-campanha-pablo-marcal-custo-zero/,falso,2024-10-07 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSkUPIS8E2gK1j67rC3SIa9I_KftKgdHd_PnIkRJHCyEcCrac75,"['Pablo Marçal', 'Eleição', 'Campanha eleitoral']"
Diálogo mostra que Moraes conversou com engenheiro da Oracle para fraudar eleições,Aos Fatos,https://www.aosfatos.org/noticias/dialogo-falso-moraes-engenheiro-oracle-fraude-2022/,falso,2024-10-05 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTCDcOKfMONQtVCZi6R3vZDECLDl7dNpNXnbR6wr3qy9vIm8TeP,"['Alexandre de Moraes', 'Fraude', 'Eleição', 'Diálogo', 'Oracle Corporation', 'Engenheiro']"
Justiça Eleitoral publicou nas redes que voto servirá como prova de vida junto ao INSS.,Estadão,https://www.estadao.com.br/estadao-verifica/voto-eleicoes-prova-de-vida-inss/,Falso,2024-09-18 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR8k6-JmInrfVhjs4lwPbtpdRQ75VfaBEjpcFYJzEaULceKfVVj,"['Eleição', 'Votação', 'Instituto Nacional do Seguro Social', 'INSS', 'Tribunal Superior Eleitoral', 'Rede de computadores']"
O Tribunal Eleitoral rejeitou o processo de inelegibilidade de Bolsonaro e ele voltará em 2026.,Estadão,https://www.estadao.com.br/estadao-verifica/trecho-de-julgamento-de-bolsonaro-circula-sem-contexto-acao-nao-impacta-inelegibilidade/,Falso,2024-09-03 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQVV0WXOWNfazBDgumicRIpa3YXMAU574IeIPx0YkdD8ptK3p2c,"['Jair Bolsonaro', 'Inelegibilidade', 'Tribunal Superior Eleitoral', 'Eleição', 'Inelegibilidade de Jair Bolsonaro', 'Tribunal', 'Processo judicial', '2026']"
"Não configura porque não tem esse pagamento, né? Eu nunca deixei de falar e propagar isso. Só que dentro do período eleitoral tanto de pré-campanha e campanha, não houve pagamento.",Aos Fatos,https://www.aosfatos.org/noticias/checamos-pablo-marcal-roda-viva/,falso,2024-09-03 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTDN2d_ARBYu_87HaxLOktU9bktRG6Vqy4QNqgolebdSGzuodF7,"['Eleição', 'Pagamento']"
Vídeo mostra Celso Amorim e Nicolás Maduro se abraçando após a eleição presidencial da Venezuela em 2024,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/08/08/video-em-que-celso-amorim-abraca-maduro-e-falso-e-foi-gerado-por-ia.htm,Falso,2024-08-08 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTXUm7_fElZfo9nf5bbvuhBl-tP0lb-2f3Z4q86fPjDhTxs2KTz,"['Celso Amorim', 'Nicolás Maduro', 'Vídeo', 'Venezuela', 'Crise política venezuelana de 2024', 'Eleição', 'Presidente', 'Eleições presidenciais', '2024']"
Protesto de indígenas venezuelanos contra Nicolás Maduro após eleição de 2024,AFP Checamos,https://checamos.afp.com/doc.afp.com.36AN3LW,Falso,2024-08-05 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTPeYKJckYIh3eyA1B3qWfyBPyarLc-9L19UOAMsOunD6MZP1Co,"['Nicolás Maduro', 'Indígenas', 'Venezuela', 'Protesto', 'Eleição', '2024']"
Lula disse que comprou votos para vencer as eleições de 2022,Estadão,https://www.estadao.com.br/estadao-verifica/lula-conta-como-comprou-todos-eleicao-2022/,Enganoso,2024-08-05 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFrR-pMmEKflhG4e77ng6ofrmUvX8Iwf1aMcMJsN_aFdOZYJBL,"['Luiz Inácio Lula da Silva', 'Eleição', 'Votação', '2022', 'Eleições presidenciais brasileiras, 2022']"
Lula confessou que gastou US$ 60 bilhões para comprar votos e vencer as eleições,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-confessou-60-bilhoes-compra-de-votos/,falso,2024-08-05 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTa-5EWKOpYehYw-SR6PCu0ErEf4zY8-BqA6vTaUAd-OzZraXiF,"['Luiz Inácio Lula da Silva', 'Eleição', 'Votação', 'Estados Unidos']"
Gravação mostra tortura de pessoas presas em protestos contra a declação da vitória de Nicolás Maduro pelo CNE (Conselho Nacional Eleitoral),Aos Fatos,https://www.aosfatos.org/noticias/tortura-venezuela-filme-netflix/,falso,2024-08-02 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTgNfPLcaDsH_hZchDEs1NPRwXvQmWrlyE6RoHAXcInzgv7zNIQ,"['Tortura', 'Nicolás Maduro', 'Conselho Nacional Eleitoral', 'Eleição', 'Gravação', 'Protesto']"
Venezuelanos declaram guerra civil após o Conselho Nacional Eleitoral declarar a vitória de Nicolás Maduro,Aos Fatos,https://www.aosfatos.org/noticias/video-antigo-opositores-maduro-circula-atual/,falso,2024-07-30 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQPIWibcJToi3yldFgKQAB_2aBJ1Lz6_Pgxl6VT5Hf6p5qsCrir,"['Nicolás Maduro', 'Venezuela', 'Conselho Nacional Eleitoral', 'Eleição', 'Guerra']"
